"id","exerciseName","exerciseCategory","video","instructions","likes_count"
255,Active Rest - Jog (RPE 2),"Cardio,Running",https://www.youtube.com/v/Li_OzH6Fayw?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"As a form of rest between variable effort speed training intervals, you should complete 1-2 minutes of very easy jogging at an RPE of approximately 2. 


RPE stands for 
Rate of Perceived Exertion
 and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",2
263,"85% Max Sprint (RPE 6)","Cardio,Running",https://www.youtube.com/v/S204RGCCrOI?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"This running exercise should be completed at 
85% of YOUR maximum effort
, an RPE of approximately 6. 




RPE stands for 
Rate of Perceived Exertion
 and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",1
271,Walking (steps/day),"Cardio,Walking",https://www.youtube.com/v/1580-Cv-DHg?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"The exercise Easy Walk should be completed at your self-determined pace for the duration of the exercise, an RPE between 2-4.

	 



	RPE stands for Rate of Perceived Exertion and is based on a 10-point scale.



	10 = extreme exertion -- conversation is impossible



	8 = high effort -- conversation is extremely labored



	6 = optimum effort -- conversation is difficult, but possible



	4 = medium effort -- conversation is easy to maintain



	2 = warm up",0
272,Brisk Walk,"Cardio,Walking",https://www.youtube.com/v/obYYLLNMP4I?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"The exercise Brisk Walk should be completed at a rate slightly faster than an easy pace, but not at your maximum walking pace, an RPE between 4-6.

	 



	RPE stands for Rate of Perceived Exertion and is based on a 10-point scale.



	10 = extreme exertion -- conversation is impossible



	8 = high effort -- conversation is extremely labored



	6 = optimum effort -- conversation is difficult, but possible



	4 = medium effort -- conversation is easy to maintain



	2 = warm up",0
289,Incline Walk,"Cardio,Walking",https://www.youtube.com/v/lRYutE4CGRs?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Walking uphill or on an inclined treadmill can greatly increase the effectiveness of your walking activity, as you will burn more calories and fat. You can also use this exercise as a shorter but higher-intensity walk when looking to breakup your daily mileage. Pace is self-determined, but walking on an incline will increase your RPE for this exercise. 




RPE stands for Rate of Perceived Exertion and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
300,Hard Cardio - 75% Max HR (RPE 7),"Cardio,Aerobics/Dancing",https://www.youtube.com/v/sE9_gYhACiA?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"This aerobic exercise should be completed at 75% of YOUR maximum effort, an RPE of approximately 7. 



Most people start at 20 minutes of hard cardio, but be your own judge. The ultimate goal is 45 minutes of hard cardio as presented, but it does not matter how long it takes you to get there. 




RPE stands for Rate of Perceived Exertion and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
301,Pilates,"Cardio,Yoga/Pilates",https://www.youtube.com/v/JA6QEvmaFeQ?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Pilates is a physical fitness system developed in the early 20th century by Joseph Pilates in Germany. Pilates called his method Contrology (from control and Greek -λογ?α, -logia), because he believed his method uses the mind to control the muscles. The program focuses on the core postural muscles which help keep the body balanced and which are essential to providing support for the spine. In particular, Pilates exercises teach awareness of breath and alignment of the spine, and aim to strengthen the deep torso muscles.",0
307,March in Place,"Cardio,Drills/Plyometrics",https://www.youtube.com/v/ynbWNnrijkA?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"March in place with a wide stance to focus on the thigh muscles 



Steady state cardio activities include any exercise done at a regular controlled pace, usually at an RPE between 4 and 6. 




RPE stands for 
Rate of Perceived Exertion
 and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
308,March in Place - Wide,"Cardio,Drills/Plyometrics",https://www.youtube.com/v/4GOQm8jD7t0?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"March in place with a wide stance to focus on the inner thigh muscles.



Steady state cardio activities include any exercise done at a regular controlled pace, usually at an RPE between 4 and 6. 




RPE stands for 
Rate of Perceived Exertion
 and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
309,Jumping Jacks,"Cardio,Drills/Plyometrics",https://www.youtube.com/v/3XgR836Y-X4?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Steady state cardio activities include any exercise done at a regular controlled pace, usually at an RPE between 4 and 6. 

RPE stands for Rate of Perceived Exertion and is based on a 10-point scale.

 


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
310,Jog in Place,"Cardio,Running",https://www.youtube.com/v/U1VHL0w1zvw?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Jog in place at a moderate to slow pace.



Steady state cardio activities include any exercise done at a regular controlled pace, usually at an RPE between 4 and 6. 




RPE stands for 
Rate of Perceived Exertion
 and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
311,Jog in Place - Fast,"Cardio,Running",https://www.youtube.com/v/mWQroUooaug?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Jog in place at your highest possible pace 



Steady state cardio activities include any exercise done at a regular controlled pace, usually at an RPE between 4 and 6. 




RPE stands for 
Rate of Perceived Exertion
 and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
322,Reverse Fly,Back,https://www.youtube.com/v/SJmzohWjzVc?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Grab a pair of dumbbells with your thumbs turned toward each other and sit at the end of a bench.  

 

Keep your back flat, your elbows slightly bent, and lean forward at the waist as far as you can. Let the dumbbells hang at arm’s length.  

 

Slowly raise the dumbbells as high as you can without changing the bend in your elbows. Pause, then lower the dumbbells about one third of the distance to the starting position.  

 

Slowly raise the dumbbells back dumbbells as high as you can. Pause, then lower the dumbbells to the starting position.",0
329,Twisting Dumbbell Shoulder Press,Shoulders,https://www.youtube.com/v/U3In1Hu-u1o?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Stand holding a pair of dumbbells at the sides of your shoulders, palms turned toward each other, feet shoulder-width apart, knees slightly bent, lower back in its natural alignment.



Lift the dumbbell in your left hand straight over your shoulder as you twist your torso to the right.



Lower the weight as you twist back to the starting position, then repeat with your right arm, twisting to your left.



Do the designated repetitions with each arm.",0
335,Dumbbell Triceps Press,Triceps,https://www.youtube.com/v/VrK4WvgioyE?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Sit on the end of a flat bench with the dumbbells resting on their ends on your knees. Roll your body back onto the bench, which should enable you to comfortably move the dumbbells to a point directly above you shoulder joints. 

 

Your hands should be about 3-4 inches wider than shoulder width, with your palms facing each other. 

 

Lower the weights, with your upper arms moving directly out to the sides, to a point as low as possible without any discomfort and with your hands aligned with the center of your chest. 

 

Press the dumbbells upward toward the center of your body. Do not allow the dumbbells to touch and do not lock your elbows at the top.",0
338,Standing Dumbbell Press,Shoulders,https://www.youtube.com/v/50f_RvEkXc8?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Stand up straight with the dumbbells at about chin level with your palms facing each other and your forearms perpendicular to the floor.



	Press the dumbbells up along a straight line toward the ceiling until your arms are fully extended.



	The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward.



	Do not lock your elbows at the top of the movement and do not bounce at the bottom of the movement.",0
343,Single-Leg Press,Thighs,https://www.youtube.com/v/ilw5YONqu74?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Position yourself in the leg-press machine so your back is against the pad and your non-dominant foot is on the platform.



Unlock the platform, and slowly lower it until your knee is bent 90 degrees.



Pause, then push the it back up to the starting position. Finish the set, then repeat with your dominant leg.",0
352,Standing Barbell Press,Shoulders,https://www.youtube.com/v/xY8xdsWX_JA?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Stand with your feet shoulder width apart with a slight bend in your knees and maintain the natural curve in your low back throughout the movement.



Grip the barbell with your palms facing away from you and your hand positioning on the barbell should be such that your forearms are perpendicular to the barbell; space your hands evenly using the markings on the bar.



Lift the bar to a point directly above your shoulder joints.



Lower the bar close to your face to chin level and press the weight back to the starting position.



Do not lock your elbows at the top of the movement and do not bounce at the bottom of the movement.",0
355,Lat Pulldown with Neutral Grip,Back,https://www.youtube.com/v/D1Idql2AY3s?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Attach the parallel-grip handle to the lat-pulldown cable. Grab the handle with an overhand grip so your palms face each other. Sit and position your knees under the pad. Pull the handle down to your chest. Pause, then slowly return to the starting position.",0
371,Bridge (Plank),Abdominals,https://www.youtube.com/v/dz0oFaVGuh4?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Get into the pushup position on the floor with your weight resting on your forearms and toes, your back straight and your head in line with your back, your eyes looking down at the floor. (You should be able to draw a straight line from your neck to your heels). 

 

Pull in your abdomen as far as you can--imagine that you're trying to touch your belly button to your spine. 

 

Breathe as you hold it in for 10 seconds. 

 

Release, rest for a few seconds, and repeat. Try to hold the bridge position for a total of 60 seconds.",0
374,Pushup Hold,Chest,https://www.youtube.com/v/HgQl0rArdhM?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"From the standard pushup position, bend your elbows until your chest is just off the floor, keeping your body straight.  

 

Hold for 20 seconds, rest for 60 seconds, return to the pushup position, and lower yourself halfway down.  

 

Hold for 20 seconds, rest, then hold the top position of a pushup — but with your elbows slightly bent — for another 20 seconds.",0
405,Standing Calf Raise (no weight),Calves,https://www.youtube.com/v/7mAmyVZ06Vs?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Position the balls of your feet on a platform or curb, keeping them about 6-8 inches apart.



While performing the movement you should be standing up completely straight with the only movement occurring at your ankle joint. Hold onto a railing or wall to balance yourself.



Keeping your legs straight, lower your heels until you feel a good stretch in your calves.



Lift your body up as high as possible onto your toes, hold it there a moment, and then return to the starting position.



The entire motion should be done in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward.",0
417,Forward Lunges,Thighs,https://www.youtube.com/v/M6DZ0Dca17w?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"From a standing position, take a large step forward with one leg. When your front thigh is parallel to the floor and your back knee is off the floor, hold for 1 second. Then return to the starting position and repeat with your other leg.",0
442,Step-Ups,Thighs,https://www.youtube.com/v/oMimYtyokls?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Place one foot on a step (or bench) that’s about 2 feet off the ground, and push down through your heel to lift your other leg up. Return to the starting position and finish all reps with one leg before switching legs and repeating the exercise. The step or bench should be high enough so that your thigh is parallel to the floor when your foot is on the step.",0
443,Yoga Level 1: Plank Pose,"Cardio,Yoga/Pilates",https://www.youtube.com/v/btB13yctCTU?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Begin on all fours - hands under shoulders, knees under hips.



Spread your fingers, middle tip pointing forward.



Rotate your upper arms slightly outward, opening the chest and sliding the shoulder blades down the back.



Step back with your toes under so that you are supported by your arms and on the balls of your feet. 



Your body is in one long line. 



Keep your abdomen lifted. 



Hold 1 to 3 breaths.







Instructions written by Marguerite Ogle.",0
444,Yoga Level 1: Dolphin Arm Plank,"Cardio,Yoga/Pilates",https://www.youtube.com/v/Rok73WpYSzQ?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Begin on all fours.



Come onto your forearms with your hands together, fingers interlaced. Your elbows will be directly under your shoulders.



Step your feet back with your toes turned under so that weight is on the balls of your feet.



Your legs are together. 



Your body will be in one long line from the shoulder to the heel.



Support this move by keeping your chest open and pulling your abdominal muscles in and up.



Hold for 3 - 5 breaths. 





Instructions written by Marguerite Ogle.",0
445,Yoga Level 1: Cobra,"Cardio,Yoga/Pilates",https://www.youtube.com/v/B-q9_fJRSGw?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Begin lying face down, forehead to the floor.



Place your hands under your shoulders with your elbows pointing back.



Inhale.



Exhale: Let your shoulder blades slide down your back as you press through your hands, lengthen your spine, and lift your head and chest up and forward. 



Your legs can be slightly apart but they should be engaged.



Support this move by sending your tailbone toward the floor and lifting your abdominal muscles.



Hold for 2 to 3 breaths. 



Instructions written by Marguerite Ogle.",0
446,Yoga Level 1: Half Locust 1,"Cardio,Yoga/Pilates",https://www.youtube.com/v/3pGB7Wb7Lak?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Lie face down with your forehead on the floor.



	Your legs are straight and together.



	Your arms are along your sides.



	Inhale and send your shoulder blades down your back as you reach behind you with your finger tips, gently lifting your upper body off the floor.



	Hold for a breath or two.



	Exhale to lengthen the spine and return to the floor.





	Instructions written by Marguerite Ogle.",0
447,Yoga Level 1: Half Locust 2,"Cardio,Yoga/Pilates",https://www.youtube.com/v/wSIIAsr8S8E?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Lie face down with your chin on the floor. 



Your legs are straight and together.



Tuck your palms, face up, under your thighs. Arms straight.



Inhale: Lengthen your legs and squeeze your buttocks to raise your legs away from the floor.



Hold 2 or 3 breaths.



Exhale to return the legs to the floor. 





Instructions written by Marguerite Ogle.",0
448,Yoga Level 1: Cow Pose,"Cardio,Yoga/Pilates",https://www.youtube.com/v/8CKTFSHt0jk?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Begin on all fours. 



Inhale: Let your belly drop toward the floor as your chest and sitting bones reach toward the ceiling.



Exhale: Return to start position or exhale into Cat Pose. 



Instructions written by Marguerite Ogle.",0
451,Yoga Level 1: Downward Facing Dog,"Cardio,Yoga/Pilates",https://www.youtube.com/v/fpW8Gm0bKMU?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Begin on all fours.



Your hands are shoulder width apart, slightly in front of your shoulders. 



Spread your fingers with the middle finger pointing forward.



Rotate your upper arms outward slightly to open the chest.



Your knees are hip distance apart.



Tuck your toes under and press through feet and your hands to lift your hips into the air.



Send energy down through your heels and out through your hands as your tailbone reaches for the ceiling. 



Try to create space between your thighs and lower abdomen.



Your abdominal muscles are pulled up and in and your back is straight.



Hold this pose 5 breaths. 





Instructions written by Marguerite Ogle.",0
452,Yoga Level 1: Child's Pose,"Cardio,Yoga/Pilates",https://www.youtube.com/v/V22xxybieHk?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Begin on all fours. 



Sit back on your heels, lowering your upper body so that your chest drapes over your thighs. 



Your forehead rests on the floor and your arms are along your sides, palms up.



This is a resting pose. Hold it for 5 or more breaths. 





Instructions written by Marguerite Ogle.",0
453,Yoga Level 1: Cat Pose,"Cardio,Yoga/Pilates",https://www.youtube.com/v/im0dW9j0h0w?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Begin on all fours. Your hands are directly under your shoulders and your knees are directly under your hips.



Inhale to lengthen your spine.



Exhale: draw your abdominal muscle in and up as you arch your back up like a cat. Let your head and tailbone reach down toward the floor.



Inhale: Return to starting position.



Repeat 3 to 5 times. 





Instructions written by Marguerite Ogle.",0
454,Yoga Level 1: Half Standing Forward Bend,"Cardio,Yoga/Pilates",https://www.youtube.com/v/L4xdq0mirag?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Begin standing in Mountain Pose.



Inhale: Bring your arms overhead in parallel with the palms facing each other.



Exhale: Fold at the hip, bringing your upper body toward the floor.



Your knees can be slightly bent, pointing over the toes.



Place your fingertips or the palms of your hands on the floor next to your feet. 



Inhale: Keep your fingertips on the floor and raise your trunk away from your thighs. Lift your chest and head.



Exhale: Return to Forward Bend.



Inhale: Sweep your arms to the sides and up overhead as you bring your torso up to standing in Mountain Pose with Arms Up.



Exhale: Return your hands to your sides or prayer position. 





Instructions written by Marguerite Ogle.",0
458,Yoga Level 1: Seated Forward Bend,"Cardio,Yoga/Pilates",https://www.youtube.com/v/HyiFhjwWXkw?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Sit with your legs together, extended straight in front of you.



	Your knees can be slightly bent.



	Flex your feet with the little toes pulling back as much as the big toes



	Draw your abdominal muscles in and up.



	Send your tailbone down to the earth and the top of your head to the sky.



	Keep your legs engaged throughout the exercise.



	Inhale: Bring your arms overhead, parallel, with shoulders down.



	Exhale: Fold at the hips and bend forward as far as you can.



	Try to grasp your big toes or wrap your hands around the outside of your feet.



	Inhale: Use the in-breath to lengthen your spine even more.



	Exhale: Extend your trunk further over your legs.



	Hold for 3 to 5 breaths.





	Instructions written by Marguerite Ogle.",0
462,Yoga Level 1: Boat Pose 1,"Cardio,Yoga/Pilates",https://www.youtube.com/v/1eCzLIfdH2o?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Begin seated with your knees bent and feet flat on the floor. Your back is straight.



Let your weight shift a little behind your sitting bones as you use your abdominal muscles to pull your thighs in toward your chest and lift your shins so that they are parallel to the floor.



Keep your shoulders down as you extend your arms straight out in front of you so that they mirror your shins. Reach through your finger tips and maintain an open chest.



Hold for 3 to 5 breaths. 







Instructions written by 
Marguerite Ogle",0
464,Yoga Level 1: Staff Pose,"Cardio,Yoga/Pilates",https://www.youtube.com/v/eaMeqHTUQSY?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Begin seated with your legs extended straight in front of you.



Place your hands by your hips. Fingertips point forward. Shoulders are down.



Inhale.



Exhale: Lengthen along the back of your legs as your flex your feet, bringing the little toes back as far as the big toes.



Inhale: Lengthen your spine. Your tailbone reaches downward as the top of your head reaches for the sky. Think of lengthening the front, back and sides of the body equally. Shoulders stay down.



Hold for 5 or more breaths. 





Instructions written by Marguerite Ogle.",0
465,Yoga Level 1: Mountain Pose,"Cardio,Yoga/Pilates",https://www.youtube.com/v/Bz1SWd-cihA?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Stand tall with your feet slightly apart. Your toes point forward and your feet are parallel to each other. 



Distribute your weight evenly across the soles of your feet. 



Point your tail bone down toward the earth as energy extends up your spine and out through the top of your head. 



Shoulders are relaxed. 



Your head rests naturally on your spine and your gaze is level.



Your arms are straight at your sides with energy extending down to the earth through your fingertips. 



Stand firm, like a mountain, for a few breaths. Let the mind settle. 





Instructions written by Marguerite Ogle.",0
466,Yoga Level 1: Tree Pose,"Cardio,Yoga/Pilates",https://www.youtube.com/v/xzekWexUfCg?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Begin in standing Mountain Pose.



Shift you weight to your right foot.



Bend your left knee, bringing it up toward your chest .



Rotate your left leg outward at the hip and rest the left foot as high up on the inside of your right leg as you can. Go to the inner shin or thigh.



The right leg remains straight.



Bring your hands to prayer position in front of your chest.



Support this position by pulling your abdominal muscles in and up, pointing your tailbone toward the floor, and by keeping your gaze steady.



Hold this position for 3 to 5 breaths. 



Instructions written by Marguerite Ogle.",0
467,Yoga Level 1: Standing Forward Bend,"Cardio,Yoga/Pilates",https://www.youtube.com/v/gx4H0vX1wiI?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Begin standing in Mountain Pose.



	Inhale: Bring your arms overhead in parallel with the palms facing each other.



	Exhale: Fold at the hip, bringing your upper body toward the floor.



	Your knees can be slightly bent, pointing over the toes.



	If you can reach the floor, place your hands on either side of your feet with fingers pointing back. You can also rest your fingertips on the floor or fold your arms.



	Release your neck and let your head to hang down.



	Hold this pose for 3 - 5 breaths.





	Instructions written by Marguerite Ogle.",0
468,Yoga Level 1: Warrior 1,"Cardio,Yoga/Pilates",https://www.youtube.com/v/GtpTV01T2iY?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Begin in standing toward the back of your mat in Mountain Pose (Tadasana).



Take a big step forward with your right foot. 



Bring your left heel in slightly so that your left foot is at an angle.



Your hips are squared to the front.



Bend your right knee to a 90-degree angle. You might need to widen your stance.  Keep the front knee over the ankle, not beyond. 



Inhale: Your shoulder blades slide down your back as your raise your arms, in parallel, overhead. Reach through your fingertips.



Support this move by engaging your abdominal muscles and sending your tailbone toward the floor. Press your back heel into the ground.



Hold 3 - 5 breaths.



Practice this pose on the other side. 





Instructions written by Marguerite Ogle.",0
470,Yoga Level 1: Lunge,"Cardio,Yoga/Pilates",https://www.youtube.com/v/T5obbPOqJD0?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Begin in standing in Mountain Pose. 



Move into Standing Forward Bend.



As your fingers come to the floor, take some weight on your hands as you tuck the toes of your right foot under and step back to a lunge position. 



Keep your hips even.



Your left shin is perpendicular to the floor.



Your shoulders are down and rolled back.



Hold this pose for 3 - 5 breaths. 





Instructions written by Marguerite Ogle.",0
472,Yoga Level 1: Mountain Arms Overhead,"Cardio,Yoga/Pilates",https://www.youtube.com/v/_400moKMumM?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Begin in standing in Mountain Pose.



Sweep your arms out to the sides and bring them straight up overhead.



The arms are parallel with palms facing each other.



Reach through all the fingers, especially the pinkie, without lifting your shoulders.



Lift your chest and gaze upward.



Hold this pose 3 to 5 breaths. 





Instructions written by Marguerite Ogle.",0
475,Yoga Level 1: Cross Legged Twist,"Cardio,Yoga/Pilates",https://www.youtube.com/v/KkuJFaVULLc?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Sit tall on the floor cross legged. You may want your hips raised slightly on a folded blanket.



Inhale and rotate your torso to the right. Your head stays in line with the torso. Your hips stay even.



As you turn, place your left hand on the outside of your right knee.



Your right arm extends directly out from the right shoulder. Let the right hand find the floor. 



Hold for 3 to 5 breaths.



Inhale to lenthen your spine as you return to facing front.



Repeat on the other side. 





Instructions written by Marguerite Ogle.",0
476,Yoga Level 2: Four Limbed Staff Pose,"Cardio,Yoga/Pilates",https://www.youtube.com/v/giOX89zrQMc?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Begin on all fours with your knees and feet hip distance apart. Your hands are directly under your shoulders.



Step back into Plank Pose.



Your knees can be on the floor if a full Plank is hard to maintain.



Your arms are straight and your fingers are spread with the middle finger pointing forward.



Your body is one long line from ear to ankle.



Inhale: Engage your abs and draw your shoulder blades down your back.



Exhale: Bend your elbows straight back along the sides of your body.  



Lower your body in one long line until your upper arms are parallel to the floor. 



Hold 1 to 3 breaths. 





Instructions written by Marguerite Ogle.",0
479,Yoga Level 2: Upward Facing Dog,"Cardio,Yoga/Pilates",https://www.youtube.com/v/vqUdMEq1wBM?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Lie face down on the floor. 



Your straight behind you and together.



Bend your elbows back along your sides and place your hands on the floor at about waist level. Finger tips point forward.



Inhale.



Exhale: Roll your shoulders back and let your shoulder blades slide down your back as you press through your hands, and extend your spine, lifting your body away from the floor. 



Your legs are hugging together and lift away from the floor as well.



Press down and back through your hands so that your chest and body feel like they are moving up and to the front, through your arms. 



Lift your chest and look up



Support this move by sending your tailbone down and engaging your abdominal muscles.



Hold 3 to 5 breaths.



Exhale to lengthen your spine and return to beginning position. 





Instructions written by Marguerite Ogle.",0
